worker_id,platform,worker_type,location,age,experience_months,working_hours,daily_income,avg_daily_distance_km,weather_risk,traffic_risk,area_risk,night_work_ratio,historical_incidents,safety_score,days_active_last_30,previous_claims,avg_trip_duration_min,risk_score,risk_level,recommended_premium
W05187,Amazon,Courier,Navi_Mumbai,55,8,6.3,1056.0,79.4,0.252,0.28,0.447,0.253,1,0.806,17,0,22.9,0.3411,MEDIUM,11.15
W05188,Swiggy,Ride_Hailing,Hyderabad,45,74,11.2,1428.0,95.3,0.283,0.597,0.112,0.267,1,0.671,10,0,58.2,0.4004,MEDIUM,12.02
W05189,Zepto,Delivery,Bengaluru,51,74,12.3,879.0,165.8,0.389,0.517,0.276,0.443,0,0.6,29,1,22.1,0.504,MEDIUM,13.05
W05190,Uber,Delivery,Pune,36,94,5.4,992.0,75.5,0.318,0.622,0.277,0.143,1,0.945,26,0,37.9,0.3537,MEDIUM,9.91
W05191,Zepto,Ride_Hailing,Bengaluru,25,20,3.3,1085.0,89.9,0.513,0.411,0.378,0.14,0,0.583,21,1,30.9,0.387,MEDIUM,11.28
W05192,Amazon,Delivery,Delhi,35,81,6.1,1223.0,86.0,0.145,0.556,0.439,0.198,0,0.457,21,0,42.4,0.3762,MEDIUM,12.3
W05193,Ola,Quick_Commerce,Pune,21,36,6.9,839.0,15.7,0.72,0.286,0.419,0.45,0,0.486,24,0,16.5,0.4369,MEDIUM,10.63
W05194,Swiggy,Ride_Hailing,Hyderabad,43,35,3.0,900.0,106.4,0.336,0.437,0.129,0.179,1,0.7,14,0,20.8,0.3262,LOW,10.49
W05195,Uber,Quick_Commerce,Delhi,30,61,9.8,1131.0,10.0,0.247,0.273,0.09,0.259,0,0.2,10,0,17.8,0.2868,LOW,12.15
W05196,Uber,Ride_Hailing,Pune,30,52,4.2,1240.0,111.5,0.325,0.184,0.56,0.461,1,0.761,5,0,19.6,0.3962,MEDIUM,12.46
W05197,Amazon,Delivery,Pune,18,23,3.8,1087.0,60.8,0.557,0.914,0.141,0.243,0,0.733,25,0,19.3,0.4288,MEDIUM,12.56
W05198,Amazon,Delivery,Bengaluru,55,21,10.2,1037.0,59.2,0.55,0.474,0.191,0.03,0,0.75,26,3,21.8,0.3718,MEDIUM,10.48
W05199,Ola,Delivery,Bengaluru,34,63,10.7,635.0,83.7,0.337,0.555,0.196,0.4,0,0.688,22,0,25.7,0.4094,MEDIUM,10.96
W05200,Amazon,Delivery,Pune,47,94,4.8,1275.0,38.6,0.182,0.535,0.244,0.27,0,0.885,21,0,41.2,0.2796,LOW,10.55
W05201,Ola,Quick_Commerce,Thane,37,23,10.7,1395.0,81.1,0.204,0.745,0.123,0.145,0,0.585,28,2,23.1,0.3771,MEDIUM,11.51
W05202,Uber,Delivery,Delhi,42,52,6.0,1436.0,46.6,0.273,0.388,0.343,0.504,2,0.976,18,0,12.9,0.3531,MEDIUM,11.19
W05203,Zepto,Quick_Commerce,Pune,35,30,6.1,1153.0,39.9,0.437,0.588,0.185,0.271,0,0.565,9,0,8.0,0.3699,MEDIUM,11.08
W05204,Blinkit,Delivery,Hyderabad,44,24,4.2,889.0,77.4,0.642,0.369,0.262,0.122,0,0.819,9,1,18.6,0.3635,MEDIUM,10.09
W05205,Ola,Delivery,Hyderabad,25,77,5.3,987.0,127.8,0.354,0.11,0.143,0.223,0,0.942,13,0,24.8,0.2754,LOW,8.99
W05206,Ola,Delivery,Mumbai,55,70,3.4,1154.0,110.3,0.155,0.191,0.404,0.449,1,0.72,5,1,14.7,0.3277,LOW,11.67
W05207,Blinkit,Ride_Hailing,Hyderabad,34,47,9.7,1093.0,66.0,0.196,0.218,0.468,0.042,0,0.63,25,0,42.6,0.3099,LOW,10.29
W05208,Zepto,Quick_Commerce,Hyderabad,18,47,11.5,804.0,79.3,0.113,0.143,0.307,0.218,0,0.735,13,0,29.5,0.2828,LOW,10.74
W05209,Ola,Quick_Commerce,Hyderabad,54,41,3.5,511.0,66.0,0.477,0.242,0.642,0.123,0,0.762,17,0,33.4,0.3652,MEDIUM,9.81
W05210,Swiggy,Delivery,Pune,18,96,5.6,906.0,43.2,0.203,0.671,0.233,0.216,0,0.383,28,0,22.9,0.3488,MEDIUM,10.16
W05211,Swiggy,Ride_Hailing,Thane,35,91,6.5,1003.0,48.3,0.328,0.288,0.577,0.155,0,0.806,7,0,27.9,0.3375,MEDIUM,11.38
W05212,Zomato,Quick_Commerce,Delhi,47,8,6.9,1208.0,94.3,0.255,0.155,0.137,0.321,2,0.667,6,1,53.3,0.3107,LOW,9.98
W05213,Ola,Delivery,Hyderabad,32,79,11.2,957.0,59.4,0.413,0.454,0.493,0.146,1,0.498,17,0,34.8,0.4473,MEDIUM,11.24
W05214,Blinkit,Delivery,Pune,25,33,3.4,1012.0,82.9,0.087,0.668,0.151,0.29,0,0.814,15,0,33.8,0.2942,LOW,9.51
W05215,Zepto,Delivery,Hyderabad,27,63,9.1,1139.0,49.3,0.472,0.627,0.309,0.166,2,0.61,9,0,15.2,0.445,MEDIUM,11.58
W05216,Zomato,Delivery,Thane,44,91,8.3,1648.0,112.7,0.31,0.169,0.273,0.289,1,0.826,15,0,33.3,0.3408,MEDIUM,11.65
W05217,Zepto,Courier,Bengaluru,39,41,11.4,1042.0,107.4,0.364,0.7,0.397,0.138,0,0.741,20,0,30.5,0.4624,MEDIUM,10.64
W05218,Blinkit,Delivery,Mumbai,37,45,6.1,558.0,139.5,0.428,0.591,0.104,0.153,0,0.778,28,1,16.4,0.389,MEDIUM,11.75
W05219,Swiggy,Ride_Hailing,Bengaluru,37,61,4.0,860.0,132.7,0.108,0.546,0.683,0.196,0,1.0,7,0,24.2,0.3836,MEDIUM,11.21
W05220,Uber,Quick_Commerce,Hyderabad,30,30,4.3,1733.0,52.7,0.531,0.27,0.297,0.232,1,0.913,15,0,27.1,0.3315,MEDIUM,11.56
W05221,Uber,Delivery,Delhi,53,26,9.3,1602.0,54.9,0.215,0.476,0.199,0.162,0,0.544,13,1,23.4,0.3233,LOW,11.94
W05222,Amazon,Quick_Commerce,Delhi,26,59,8.5,1429.0,97.3,0.326,0.051,0.166,0.281,0,0.886,22,0,27.4,0.2752,LOW,9.11
W05223,Amazon,Delivery,Navi_Mumbai,49,20,8.9,1346.0,54.0,0.466,0.591,0.263,0.222,1,0.469,18,1,36.0,0.4347,MEDIUM,12.26
W05224,Zepto,Ride_Hailing,Hyderabad,47,64,4.4,1350.0,93.2,0.057,0.219,0.203,0.738,0,0.792,8,0,34.7,0.2852,LOW,10.47
W05225,Ola,Delivery,Mumbai,18,24,3.4,1016.0,72.9,0.374,0.349,0.553,0.322,0,0.848,10,0,28.6,0.3667,MEDIUM,11.02
W05226,Ola,Delivery,Navi_Mumbai,24,9,8.7,1404.0,117.1,0.323,0.396,0.373,0.183,0,,28,0,32.4,0.3952,MEDIUM,13.18
W05227,Uber,Delivery,Mumbai,38,10,3.8,1417.0,118.1,0.689,0.312,0.512,0.302,1,0.881,28,1,25.9,0.4637,MEDIUM,12.57
W05228,Zepto,Quick_Commerce,Thane,24,25,12.3,1396.0,74.3,0.374,0.28,0.081,0.191,2,0.859,24,0,26.5,0.339,MEDIUM,11.22
W05229,Swiggy,Quick_Commerce,Pune,50,10,11.0,890.0,21.0,0.291,0.12,0.51,0.209,0,0.797,7,0,13.8,0.3061,LOW,9.95
W05230,Zomato,Quick_Commerce,Navi_Mumbai,34,30,4.8,986.0,120.4,0.421,0.248,0.518,0.226,2,1.0,26,1,19.7,0.3979,MEDIUM,11.23
W05231,Swiggy,Delivery,Navi_Mumbai,49,41,9.0,875.0,63.6,,0.081,0.182,0.245,1,0.734,8,1,24.3,0.2536,LOW,8.32
W05232,Ola,Courier,Thane,22,24,4.3,1449.0,84.2,0.334,0.506,0.759,0.373,0,0.531,10,0,40.5,0.4683,MEDIUM,12.83
W05233,Uber,Delivery,Navi_Mumbai,18,52,12.4,1206.0,80.2,0.19,0.551,0.278,0.144,3,0.724,17,0,25.3,0.4058,MEDIUM,12.59
W05234,Zomato,Quick_Commerce,Pune,42,37,8.9,1237.0,98.4,0.269,0.367,0.662,0.328,0,0.668,20,1,26.9,0.4353,MEDIUM,10.37
W05235,Uber,Quick_Commerce,Thane,48,8,6.2,1301.0,63.2,0.273,0.86,0.451,0.044,2,0.742,30,1,36.5,0.4334,MEDIUM,11.44
W05236,Amazon,Ride_Hailing,Hyderabad,55,33,9.8,606.0,45.8,0.187,0.326,0.371,0.235,1,0.696,25,0,24.8,0.329,LOW,10.14
W05237,Ola,Ride_Hailing,Hyderabad,47,2,3.0,1409.0,90.3,0.551,0.594,0.221,0.607,1,0.663,29,0,25.1,0.4619,MEDIUM,13.56
W05238,Zepto,Quick_Commerce,Hyderabad,46,71,5.9,911.0,113.9,0.579,0.561,0.104,0.374,0,0.616,21,0,32.1,0.4379,MEDIUM,11.35
W05239,Amazon,Quick_Commerce,Mumbai,20,43,5.3,943.0,80.7,0.293,0.471,0.515,0.334,2,0.82,12,1,24.0,0.4136,MEDIUM,11.04
W05240,Amazon,Delivery,Pune,40,58,6.5,807.0,80.6,0.065,0.175,0.049,0.109,2,0.651,11,1,15.7,0.2207,LOW,7.33
W05241,Uber,Quick_Commerce,Bengaluru,45,14,3.9,1128.0,43.5,0.226,0.185,0.236,0.281,0,0.74,10,0,12.6,0.235,LOW,8.46
W05242,Amazon,Delivery,Navi_Mumbai,32,42,12.7,1077.0,103.0,0.174,0.454,0.544,0.342,0,0.86,13,0,15.9,0.4188,MEDIUM,11.65
W05243,Amazon,Ride_Hailing,Thane,55,78,7.7,613.0,105.5,0.116,0.505,0.2,0.2,1,0.794,6,0,27.3,0.3286,LOW,11.95
W05244,Amazon,Quick_Commerce,Delhi,55,20,11.6,474.0,81.2,0.158,0.268,0.264,0.276,1,0.81,20,0,42.6,0.3243,LOW,10.7
W05245,Uber,Quick_Commerce,Mumbai,50,95,3.6,1029.0,50.9,0.492,0.551,0.307,0.192,1,0.694,6,0,8.3,0.3821,MEDIUM,11.61
W05246,Zomato,Ride_Hailing,Delhi,51,41,11.4,1385.0,87.9,0.262,0.387,0.097,0.232,0,0.684,18,0,23.2,0.3325,MEDIUM,11.08
W05247,Blinkit,Delivery,Pune,39,14,9.5,1351.0,90.8,0.33,0.35,0.273,0.426,0,0.886,20,1,35.4,0.3688,MEDIUM,10.82
W05248,Amazon,Ride_Hailing,Delhi,49,18,9.8,1450.0,83.6,0.472,0.567,0.471,0.163,0,0.847,27,0,24.9,0.4435,MEDIUM,12.96
W05249,Amazon,Delivery,Delhi,20,45,11.1,1031.0,47.1,0.244,0.39,0.125,0.471,0,0.415,13,2,30.2,0.3551,MEDIUM,10.74
W05250,Ola,Ride_Hailing,Pune,26,92,8.3,976.0,93.9,0.501,0.619,0.245,0.171,1,0.493,29,0,24.5,0.4588,MEDIUM,10.72
W05251,Zomato,Ride_Hailing,Delhi,43,46,9.3,1061.0,90.7,0.348,0.425,0.551,0.474,1,0.646,18,0,23.1,0.4739,MEDIUM,12.39
W05252,Uber,Quick_Commerce,Mumbai,22,17,12.0,1382.0,99.7,0.639,0.334,0.433,0.032,2,0.633,25,0,12.7,0.4863,MEDIUM,13.12
W05253,Blinkit,Delivery,Hyderabad,48,38,4.3,1664.0,80.2,0.054,0.735,0.44,0.53,1,0.661,5,0,28.8,0.4102,MEDIUM,13.65
W05254,Ola,Delivery,Mumbai,24,83,3.6,939.0,129.9,0.105,0.722,0.414,0.307,0,0.917,20,1,19.9,0.3817,MEDIUM,10.95
W05255,Uber,Ride_Hailing,Hyderabad,31,95,12.8,1007.0,84.9,0.319,0.531,0.082,0.259,0,0.709,19,0,28.2,0.3715,MEDIUM,11.05
W05256,Uber,Delivery,Hyderabad,27,60,11.8,1111.0,133.8,0.083,0.541,0.588,0.255,0,0.951,28,0,21.0,0.4239,MEDIUM,12.37
W05257,Swiggy,Delivery,Bengaluru,38,84,8.1,1007.0,92.8,0.44,0.079,0.49,0.375,0,0.675,16,1,39.8,0.3861,MEDIUM,11.73
W05258,Uber,Delivery,Bengaluru,21,78,10.8,897.0,44.5,0.369,0.157,0.344,0.335,1,0.665,14,0,38.5,0.354,MEDIUM,11.03
W05259,Blinkit,Ride_Hailing,Mumbai,48,41,11.8,1056.0,114.3,0.266,0.315,0.208,0.105,0,0.757,6,1,36.2,0.3396,MEDIUM,10.66
W05260,Zomato,Delivery,Hyderabad,51,86,7.7,823.0,72.3,0.344,0.879,0.516,0.272,1,0.678,7,0,8.0,0.4987,MEDIUM,11.89
W05261,Amazon,Ride_Hailing,Pune,46,8,4.0,1354.0,69.5,0.177,0.337,0.589,0.325,1,0.698,29,0,27.8,0.3558,MEDIUM,10.45
W05262,Swiggy,Courier,Navi_Mumbai,25,78,7.8,1616.0,121.3,0.045,0.269,0.382,0.133,0,0.703,26,0,42.5,0.2997,LOW,12.71
W05263,Blinkit,Ride_Hailing,Delhi,29,56,6.5,1001.0,41.3,0.734,0.416,0.101,0.08,1,0.708,6,0,31.1,0.3724,MEDIUM,11.15
W05264,Ola,Delivery,Pune,26,57,3.2,1682.0,23.7,0.566,0.639,0.198,0.157,1,0.513,7,0,27.1,0.3841,MEDIUM,12.17
W05265,Zepto,Delivery,Navi_Mumbai,40,90,12.6,1062.0,77.3,0.09,0.604,0.08,0.01,0,0.879,29,0,34.7,0.2853,LOW,10.01
W05266,Amazon,Delivery,Navi_Mumbai,51,26,10.2,856.0,95.6,0.171,0.589,0.336,0.3,1,0.851,28,0,36.9,0.3978,MEDIUM,9.59
W05267,Ola,Ride_Hailing,Mumbai,51,19,10.9,1340.0,115.4,0.772,0.338,0.112,0.365,0,0.645,30,0,37.7,0.4726,MEDIUM,13.24
W05268,Blinkit,Quick_Commerce,Hyderabad,54,64,9.0,777.0,90.1,0.236,0.412,0.092,0.437,0,0.689,28,1,34.1,0.34,MEDIUM,11.28
W05269,Blinkit,Delivery,Delhi,44,72,5.7,1318.0,10.0,0.505,0.052,0.509,0.252,0,0.528,28,1,15.5,0.3247,LOW,10.88
W05270,Ola,Delivery,Navi_Mumbai,26,1,8.8,1189.0,51.0,0.606,0.444,0.16,0.524,1,0.841,8,1,26.9,0.4243,MEDIUM,11.99
W05271,Zomato,Delivery,Bengaluru,33,48,9.8,959.0,40.9,0.614,0.153,0.289,0.169,1,0.849,13,0,24.6,0.3536,MEDIUM,11.18
W05272,Ola,Delivery,Delhi,29,37,9.0,922.0,19.0,0.504,0.479,0.68,0.252,0,0.784,24,0,34.5,0.4397,MEDIUM,11.23
W05273,Zomato,Courier,Mumbai,20,79,4.3,795.0,79.0,0.229,0.68,0.215,0.112,2,0.918,7,0,22.8,0.3408,MEDIUM,10.89
W05274,Ola,Delivery,Thane,48,83,11.1,1461.0,102.9,0.05,0.48,0.304,0.149,0,0.545,20,0,42.7,0.349,MEDIUM,10.49
W05275,Blinkit,Delivery,Thane,39,14,6.0,1022.0,119.0,0.521,0.307,0.385,0.088,0,0.814,25,0,8.0,0.384,MEDIUM,10.39
W05276,Zomato,Delivery,Mumbai,54,56,7.0,1209.0,102.4,0.218,0.334,0.46,0.378,1,0.551,13,1,31.4,0.4011,MEDIUM,11.48
W05277,Zomato,Delivery,Bengaluru,49,70,8.5,1096.0,65.5,0.746,0.806,0.213,0.262,1,0.739,30,0,36.0,0.5142,MEDIUM,12.82
W05278,Zepto,Delivery,Thane,42,26,12.8,1026.0,122.9,0.214,0.405,0.308,0.261,0,0.739,9,1,43.8,0.3896,MEDIUM,10.68
W05279,Uber,Ride_Hailing,Bengaluru,19,90,6.1,1214.0,77.6,0.483,0.322,0.491,0.2,0,0.665,5,1,8.3,0.3958,MEDIUM,11.17
W05280,Zomato,Delivery,Pune,34,86,3.4,1279.0,87.1,0.357,0.103,0.158,0.212,2,0.933,21,0,21.5,0.2651,LOW,9.42
W05281,Blinkit,Delivery,Mumbai,36,17,12.7,1148.0,61.8,0.178,0.37,0.079,0.126,1,0.793,27,1,15.2,0.2869,LOW,10.34
W05282,Zepto,Ride_Hailing,Bengaluru,43,2,12.6,1034.0,76.4,0.323,0.315,0.092,0.212,0,0.865,7,0,13.1,0.3115,LOW,10.39
W05283,Zepto,Ride_Hailing,Thane,39,56,5.0,720.0,70.3,0.524,0.15,0.319,0.163,0,0.805,8,0,33.8,0.3151,LOW,10.07
W05284,Zepto,Delivery,Hyderabad,47,85,11.3,889.0,36.6,0.384,0.36,0.306,0.156,0,0.756,13,0,23.4,0.3423,MEDIUM,9.33
W05285,Amazon,Courier,Mumbai,18,66,12.2,993.0,107.3,0.166,0.697,0.126,0.421,0,0.863,19,0,21.1,0.3977,MEDIUM,12.32
W05286,Blinkit,Delivery,Delhi,22,73,3.1,1106.0,90.9,0.769,0.204,0.448,0.338,0,0.756,17,1,12.9,0.4279,MEDIUM,12.03
W05287,Uber,Courier,Navi_Mumbai,54,70,10.5,491.0,112.8,0.69,0.326,0.025,0.38,0,0.586,30,1,21.2,0.4389,MEDIUM,11.11
W05288,Amazon,Courier,Pune,34,15,4.8,1317.0,60.4,0.581,0.282,0.245,0.041,0,0.592,26,1,32.0,0.3325,MEDIUM,12.14
W05289,Zomato,Ride_Hailing,Bengaluru,49,7,11.3,1212.0,109.7,0.318,0.301,0.318,0.526,1,0.86,30,0,30.6,0.4182,MEDIUM,11.19
W05290,Uber,Delivery,Bengaluru,50,7,3.2,896.0,30.1,0.286,0.519,0.193,0.153,1,0.804,11,0,36.8,0.2805,LOW,9.09
W05291,Zepto,Courier,Thane,22,95,9.9,779.0,104.0,0.209,0.396,0.387,0.441,3,0.745,14,0,41.8,0.4376,MEDIUM,11.26
W05292,Amazon,Delivery,Mumbai,44,92,11.2,860.0,108.7,0.22,0.202,0.486,0.103,0,0.621,9,0,11.5,0.3621,MEDIUM,11.41
W05293,Uber,Delivery,Thane,24,81,3.4,637.0,48.7,0.4,0.345,0.292,0.195,1,0.527,21,0,30.5,0.333,MEDIUM,9.77
W05294,Zepto,Ride_Hailing,Bengaluru,23,7,10.6,981.0,124.1,0.032,0.763,0.288,0.387,1,0.698,6,0,35.5,0.4342,MEDIUM,12.41
W05295,Amazon,Ride_Hailing,Pune,27,86,4.2,1037.0,139.5,0.238,0.653,0.668,0.355,0,0.657,30,0,30.9,0.4812,MEDIUM,11.29
W05296,Zepto,Courier,Bengaluru,46,94,3.8,1421.0,64.9,0.264,0.596,0.445,0.261,1,0.704,25,0,24.1,0.3831,MEDIUM,11.85
W05297,Swiggy,Quick_Commerce,Pune,21,76,12.2,1266.0,135.7,0.718,0.638,0.208,0.086,1,0.759,9,1,8.0,0.5243,MEDIUM,13.37
W05298,Blinkit,Courier,Pune,43,41,12.2,1536.0,25.4,0.437,0.356,0.236,0.239,0,,23,1,30.6,0.3475,MEDIUM,10.57
W05299,Zomato,Quick_Commerce,Mumbai,32,9,10.4,1139.0,80.2,0.222,0.216,0.416,0.264,1,0.441,17,0,22.4,0.3758,MEDIUM,11.01
W05300,Zepto,Quick_Commerce,Mumbai,28,34,11.9,781.0,10.0,0.634,0.449,0.215,0.695,1,0.874,9,0,35.2,0.4525,MEDIUM,10.84
W05301,Swiggy,Ride_Hailing,Delhi,27,20,3.2,1709.0,117.5,0.38,0.714,0.698,0.109,0,0.709,18,3,24.0,0.4738,MEDIUM,13.46
W05302,Amazon,Courier,Thane,31,63,8.1,989.0,31.4,0.574,0.472,0.117,0.255,2,0.816,29,0,27.4,0.3806,MEDIUM,11.97
W05303,Zomato,Courier,Navi_Mumbai,31,85,11.7,559.0,16.7,0.198,0.433,0.279,0.24,0,0.274,16,0,22.6,0.3477,MEDIUM,9.56
W05304,Uber,Courier,Navi_Mumbai,29,48,11.9,1177.0,94.2,0.322,0.673,0.495,0.104,1,0.833,12,0,29.6,0.4631,MEDIUM,12.16
W05305,Zomato,Quick_Commerce,Delhi,37,5,6.7,544.0,121.3,0.132,0.291,0.041,0.417,0,0.674,22,0,17.6,0.2905,LOW,10.16
W05306,Zepto,Ride_Hailing,Hyderabad,55,38,6.2,1070.0,70.8,0.234,0.554,0.58,0.028,1,0.581,25,0,17.6,0.395,MEDIUM,11.99
W05307,Uber,Delivery,Bengaluru,35,77,10.0,934.0,89.8,0.153,0.542,0.387,0.403,0,0.726,5,0,30.7,0.3977,MEDIUM,11.8
W05308,Zepto,Courier,Delhi,24,62,3.6,1283.0,146.7,0.738,0.567,0.207,0.452,1,0.838,12,1,17.7,0.5047,MEDIUM,12.79
W05309,Swiggy,Delivery,Bengaluru,41,4,10.8,1434.0,,0.597,0.704,0.54,0.097,1,0.717,16,0,22.0,0.51,MEDIUM,11.79
W05310,Ola,Delivery,Pune,49,34,5.5,986.0,50.6,0.524,0.668,0.141,0.285,1,0.609,19,0,23.7,0.4108,MEDIUM,11.21
W05311,Amazon,Ride_Hailing,Thane,40,34,8.2,961.0,123.0,0.235,0.344,0.471,0.452,1,0.628,25,0,34.1,0.4331,MEDIUM,11.85
W05312,Amazon,Ride_Hailing,Pune,38,4,4.9,1365.0,92.9,0.326,0.347,0.417,0.355,0,0.876,29,1,21.0,0.3564,MEDIUM,10.71
W05313,Zomato,Ride_Hailing,Hyderabad,43,34,10.3,832.0,134.9,0.204,0.382,0.009,0.552,0,0.765,19,0,28.6,0.3589,MEDIUM,11.6
W05314,Uber,Delivery,Bengaluru,51,80,12.6,1123.0,39.6,0.388,0.573,0.174,0.203,2,0.804,13,0,47.8,0.3943,MEDIUM,10.95
W05315,Uber,Delivery,Navi_Mumbai,20,13,8.4,1290.0,22.4,,0.564,0.4,0.313,0,0.748,6,0,14.1,0.3317,MEDIUM,10.95
W05316,Ola,Delivery,Navi_Mumbai,55,50,12.5,823.0,34.8,0.396,0.308,0.563,0.218,0,0.939,10,1,23.8,0.3781,MEDIUM,11.36
W05317,Ola,Delivery,Hyderabad,51,64,7.0,995.0,109.7,0.342,0.739,0.371,0.134,1,0.5,21,2,31.5,0.4649,MEDIUM,10.77
W05318,Swiggy,Delivery,Mumbai,54,66,5.9,1135.0,127.0,0.3,0.368,0.224,0.163,0,0.794,9,1,14.3,0.3326,MEDIUM,11.19
W05319,Zepto,Quick_Commerce,Hyderabad,36,32,11.4,1566.0,122.5,0.462,0.53,0.22,0.321,1,0.683,16,0,8.0,0.4722,MEDIUM,14.3
W05320,Zomato,Delivery,Delhi,50,56,3.4,677.0,104.4,0.13,0.587,0.565,0.508,2,0.538,27,2,20.4,0.4541,MEDIUM,11.11
W05321,Uber,Delivery,Bengaluru,21,70,5.8,1048.0,128.8,0.276,0.487,0.314,0.37,1,0.912,22,1,32.5,0.3949,MEDIUM,11.57
W05322,Zepto,Delivery,Navi_Mumbai,33,59,9.9,1574.0,63.7,0.332,0.514,0.515,0.311,0,0.662,10,1,14.5,0.4311,MEDIUM,14.67
W05323,Blinkit,Ride_Hailing,Delhi,51,81,4.9,1440.0,15.5,0.255,0.275,0.136,0.253,0,0.644,17,0,19.6,0.2319,LOW,9.71
W05324,Uber,Courier,Navi_Mumbai,28,22,11.9,1004.0,28.4,0.414,0.336,0.332,0.387,1,0.892,25,1,28.3,0.3787,MEDIUM,12.58
W05325,Amazon,Delivery,Mumbai,47,11,7.8,1075.0,34.1,0.652,0.26,0.143,0.244,0,0.858,12,0,45.3,0.3314,MEDIUM,9.83
W05326,Uber,Delivery,Pune,30,90,5.5,1261.0,17.3,0.306,0.654,0.263,0.099,0,0.721,18,1,31.0,0.3148,LOW,10.74
W05327,Ola,Quick_Commerce,Hyderabad,40,71,6.7,1268.0,37.4,0.133,0.143,0.343,0.201,2,0.473,14,0,24.0,0.2806,LOW,11.54
W05328,Zomato,Delivery,Thane,42,43,5.8,1582.0,52.6,0.167,0.178,0.533,0.343,0,0.779,13,1,32.1,0.2973,LOW,11.3
W05329,Zomato,Quick_Commerce,Thane,51,55,10.0,1496.0,106.2,0.311,0.452,0.318,0.198,0,0.631,27,0,36.5,0.3978,MEDIUM,11.38
W05330,Ola,Courier,Hyderabad,30,89,4.1,616.0,95.3,0.313,0.765,0.065,0.148,0,0.526,25,0,34.0,0.3648,MEDIUM,10.19
W05331,Ola,Ride_Hailing,Hyderabad,47,84,11.5,542.0,137.8,0.222,0.718,0.303,0.232,1,0.687,28,2,19.0,0.468,MEDIUM,12.28
W05332,Zepto,Courier,Bengaluru,34,78,4.5,910.0,41.6,0.068,0.497,0.304,0.43,1,0.644,7,0,21.4,0.311,LOW,10.8
W05333,Uber,Ride_Hailing,Hyderabad,32,57,5.8,452.0,98.1,0.117,0.223,0.234,0.608,1,0.611,11,1,24.0,0.3301,MEDIUM,9.96
W05334,Amazon,Ride_Hailing,Hyderabad,21,70,9.3,1559.0,131.1,0.529,0.689,0.275,0.54,0,0.432,18,1,27.2,0.5495,MEDIUM,14.57
W05335,Blinkit,Delivery,Hyderabad,20,56,6.5,576.0,67.1,0.256,0.508,0.179,0.257,0,0.938,28,0,17.9,0.3038,LOW,11.38
W05336,Swiggy,Delivery,Hyderabad,47,45,8.1,995.0,69.4,0.085,0.34,0.504,0.215,1,0.809,23,0,36.9,0.326,LOW,8.29
W05337,Zepto,Delivery,Bengaluru,21,65,8.7,795.0,133.4,0.145,0.389,0.26,0.239,0,0.89,23,0,34.0,0.3331,MEDIUM,10.76
W05338,Blinkit,Ride_Hailing,Navi_Mumbai,22,3,5.6,545.0,72.5,0.4,0.553,0.186,0.439,1,0.704,5,0,45.5,0.397,MEDIUM,10.31
W05339,Uber,Ride_Hailing,Pune,25,80,8.3,1513.0,135.2,0.171,0.58,0.584,0.665,1,0.688,25,2,14.3,0.5114,MEDIUM,14.53
W05340,Ola,Delivery,Navi_Mumbai,30,31,12.4,898.0,33.1,0.289,0.322,0.42,0.279,1,0.733,17,0,33.7,0.368,MEDIUM,11.08
W05341,Uber,Ride_Hailing,Pune,24,53,3.0,1767.0,141.7,0.169,0.249,0.257,0.308,1,0.576,25,0,36.5,0.3276,LOW,10.02
W05342,Blinkit,Delivery,Delhi,40,64,9.0,1592.0,129.0,0.426,0.287,0.494,0.156,0,,13,1,40.0,0.4357,MEDIUM,12.18
W05343,Ola,Delivery,Thane,49,32,6.2,1099.0,51.5,0.245,0.108,0.178,0.033,0,0.72,17,2,26.2,0.2074,LOW,9.57
W05344,Ola,Delivery,Mumbai,38,32,11.6,367.0,74.2,0.656,0.955,0.29,0.319,0,0.884,6,1,13.9,0.5428,MEDIUM,12.85
W05345,Zomato,Quick_Commerce,Delhi,43,17,4.0,981.0,41.6,0.448,0.313,0.423,0.292,1,0.767,26,0,22.9,0.3531,MEDIUM,11.75
W05346,Uber,Ride_Hailing,Hyderabad,51,10,3.6,1900.0,67.7,0.433,0.385,0.388,0.162,1,0.666,30,0,46.9,0.3637,MEDIUM,12.6
W05347,Ola,Quick_Commerce,Hyderabad,51,85,7.0,1250.0,30.3,0.326,0.224,0.263,0.248,1,0.783,24,1,35.9,0.2874,LOW,9.8
W05348,Ola,Delivery,Mumbai,43,50,9.7,1041.0,22.7,0.342,0.207,0.325,0.267,1,0.435,6,1,17.6,0.342,MEDIUM,9.78
W05349,Uber,Ride_Hailing,Delhi,20,66,3.1,886.0,41.1,0.697,0.237,0.23,0.385,1,0.58,23,0,27.8,0.3793,MEDIUM,11.57
W05350,Blinkit,Courier,Pune,47,15,11.1,1411.0,121.3,0.123,0.525,0.111,0.393,0,0.517,25,0,20.3,0.3822,MEDIUM,11.27
W05351,Zomato,Delivery,Navi_Mumbai,46,82,6.4,1229.0,19.9,0.33,0.577,0.297,0.333,0,0.744,13,3,21.2,0.3463,MEDIUM,11.39
W05352,Ola,Ride_Hailing,Delhi,29,30,12.2,1199.0,133.0,0.108,0.472,0.624,0.351,2,0.595,29,0,33.4,0.4922,MEDIUM,12.03
